CODAUTO,CPRO,CMUN,DC,NOMBRE,COMARCA,CODMUN,NOMBRE_COMARCA,SALARIO_MEAN_2019,SALARIO_MEAN_2018,SALARIO_MEAN_2017,SALARIO_MEAN_2016,SALARIO_MEAN_2015,SALARIO_SD_2019,SALARIO_SD_2018,SALARIO_SD_2017,SALARIO_SD_2016,SALARIO_SD_2015,SALARIO_MEAN_2014,SALARIO_MEAN_2013,SALARIO_MEAN_2012,SALARIO_MEAN_2011,SALARIO_MEAN_2010,SALARIO_MEAN_2020,SALARIO_MEAN_2021,GASTO_MEAN_2015,GASTO_MEAN_2016,GASTO_MEAN_2017,GASTO_MEAN_2018,GASTO_MEAN_2019,GASTO_MEAN_2020,GASTO_MEAN_2014,GASTO_MEAN_2013,GASTO_MEAN_2012,GASTO_MEAN_2011,GASTO_MEAN_2010
6,39,75,9,Santander,7,39075,Metropolitana de Santander,14229.44871794872,13733.30128205128,13306.891025641024,13306.891025641024,12619.55128205128,3589.49002037121,3541.1669296055065,3373.055079813836,3373.055079813836,3108.986450174744,11813.843319503696,11836.691754262509,12492.081067081068,12620.753831249116,13327.852759574458,14862.51636676856,14979.103410750116,476.21006944444446,490.0347222222222,513.5659722222222,515.4890920781892,547.2124288159653,538.7472222222221,516.1154894555555,483.8552474405386,522.9834990167911,488.39132515671184,529.4155858550045
