CODMUN,SALARIO_MEAN_2019,SALARIO_MEAN_2018,SALARIO_MEAN_2017,SALARIO_MEAN_2016,SALARIO_MEAN_2015,SALARIO_MEAN_2014,SALARIO_MEAN_2013,SALARIO_MEAN_2012,SALARIO_MEAN_2011,SALARIO_MEAN_2010,SALARIO_MEAN_2020,SALARIO_MEAN_2021,GASTO_MEAN_2015,GASTO_MEAN_2016,GASTO_MEAN_2017,GASTO_MEAN_2018,GASTO_MEAN_2019,GASTO_MEAN_2020,GASTO_MEAN_2014,GASTO_MEAN_2013,GASTO_MEAN_2012,GASTO_MEAN_2011,GASTO_MEAN_2010
39075,0.8656256719350549,0.8348320445978454,0.8083666885794064,0.8083666885794064,0.7657066194411453,0.7156999703159014,0.7171180693209456,0.7577951197287934,0.7657812562308847,0.8096676885975166,0.9049173176164232,0.9121533481286458,0.0120243530938265,0.0128823867646751,0.0143428650234573,0.0144622243749015,0.0164311484057773,0.0159057513195086,0.0145011020270025,0.0124988547139196,0.0149273683173735,0.0127803885416855,0.0153265788559471
