,39027,39017,39032,39051,39059,39065,39070,39077,39092,39093,39094,39075
39017,0.16863771851495857,,0.21141633342864544,0.14352913197646747,0.1803590119140226,0.0,0.024482235082098368,0.10704670673370495,0.16346958520078722,0.09750527196634395,0.17525555850180483,0.1769634770777967
39032,0.12971718746396765,0.28777542665173533,,0.2653911852301244,0.11277801553889175,0.2395065319075916,0.29717328416305855,0.21818312892793684,0.041203467069840766,0.17064650250377741,0.31220989375935,0.5201270810457499
39051,0.16623260915545976,0.08130375069889087,0.13273802650241293,,0.15950963769888102,0.144898385328858,0.0,0.0,0.19205440060670956,0.20034549463014353,0.30465745646762044,0.0
39059,0.0,0.131331294566021,0.0,0.1690796171151275,,0.09316830439529561,0.16084187826110224,0.10826885660373123,0.019012935112008526,0.07105724705764443,0.21261905152209598,0.4242580362964422
39065,0.14343928208865406,0.006804603161816007,0.19901101985308173,0.23364759714349517,0.16335902602961083,,0.13917644144264643,0.1745801429902653,0.09254410102632203,0.0,0.09128615764266731,0.4112712743552575
39070,0.17605162673283334,0.0,0.18344997323247067,0.03550059988528628,0.17771646374969088,0.09057195986734147,,0.034117509586977485,0.19619914431243135,0.16920404240197906,0.2584461643414679,0.015990862008903216
39077,0.12124983144329905,0.05202819934031235,0.10309965720534825,0.0,0.1161806386319909,0.10243809368843802,0.0005969421892236304,,0.14851224744002461,0.15508202115946204,0.2664874576572076,0.10721774152910472
39092,0.167745608451196,0.31212197569160083,0.09583696464827172,0.42006891904591476,0.17862129343818578,0.19334594318299453,0.4007908328715173,0.3432134610946342,,0.01433281067643034,0.15234295787435162,0.8932058501071886
39093,0.19347258449524218,0.20780921155504425,0.22055584958480964,0.40602108236013934,0.21639814144444042,0.07235226195321862,0.33985625470828534,0.32920522799788293,0.0,,0.0,0.7977466544357906
39094,0.36492970760799875,0.33694313896800254,0.41528865955399014,0.5853688339949559,0.39000775773738966,0.19664456362246055,0.5000914127051709,0.504116562601686,0.1591630598738578,0.014525233531931806,,1.0
39075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
39027,,0.11887740191739515,0.01947961200591339,0.17938752524480886,0.0,0.07280849409883773,0.16068882814525096,0.11557526500380993,0.009981654837208738,0.05014321538026992,0.1924859444896518,0.44486861184314097
